Position,Candidate,Party,Votes,% Vote Share,Registered Votes,Valid Votes,Rejected  Votes,Turnout,constituency,Assembly,Year
7,Sardar Khan Chandio,IND,430,1,244530,77437,3316,33%,NA-165 Larkana-II,National,1997
Winner,Benazir Bhutto,PPP,46992,53,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
2,Farooq Ali Bhutto,PPP-SB,22015,25,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
3,Dr. Khalid Mehmood Soomro,JUI,6901,8,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
4,Abdul Hameed Mugheri,PML-N,2952,3,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
5,Dr. Mazhar Ali Mughal,IND,1978,2,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
6,Syed Hassan Ali Shah,IND,1337,2,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
7,Mir Amir Khan Magsi,IND,782,1,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
8,Abdul Nabi Khan Brohi,PTI,596,1,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
9,Mir Nadir Ali Magsi,IND,214,0,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
10,Abdul Rashid Jatoi,IND,192,0,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
11,Allah Bakhsh Jalbani,IND,138,0,280911,84097,4133,31%,NA-166 Larkana-III,National,1997
Winner,Makhdoom Ameen Faheem,PPP,40743,58,189026,68525,1889,37%,NA-167 Hyderabad-I,National,1997
2,Makhdoom Shah Nawaz,PPP-SB,18187,26,189026,68525,1889,37%,NA-167 Hyderabad-I,National,1997
3,Syed Shahabuddin Shah,PML-J,5639,8,189026,68525,1889,37%,NA-167 Hyderabad-I,National,1997
4,Syed Shah M. Shah,PML-N,1816,3,189026,68525,1889,37%,NA-167 Hyderabad-I,National,1997
5,Ghulam Rasool,IND,821,1,189026,68525,1889,37%,NA-167 Hyderabad-I,National,1997
6,Makhdoom Jamil-uz-Zaman,IND,324,0,189026,68525,1889,37%,NA-167 Hyderabad-I,National,1997
7,Zulfiqar Ali,IND,317,0,189026,68525,1889,37%,NA-167 Hyderabad-I,National,1997
8,Syed Shuja M. Shah,IND,277,0,189026,68525,1889,37%,NA-167 Hyderabad-I,National,1997
9,Shah Zaman Shah,IND,225,0,189026,68525,1889,37%,NA-167 Hyderabad-I,National,1997
10,Ali Jan,HPG,176,0,189026,68525,1889,37%,NA-167 Hyderabad-I,National,1997
Winner,Tariq Javed,HPG,51226,69,218592,73845,751,34%,NA-168 Hyderabad-II,National,1997
2,Sahabzada Shabbir Ansari,IND,16243,22,218592,73845,751,34%,NA-168 Hyderabad-II,National,1997
3,Alhaj M. Umer Qureshi,PPP,3223,4,218592,73845,751,34%,NA-168 Hyderabad-II,National,1997
4,M. Kasim Sheikh,PPP-SB,1293,2,218592,73845,751,34%,NA-168 Hyderabad-II,National,1997
5,Nasir Pirzada,PTI,690,1,218592,73845,751,34%,NA-168 Hyderabad-II,National,1997
6,Nawab Mirza Adv.,IND,520,1,218592,73845,751,34%,NA-168 Hyderabad-II,National,1997
7,Riaz Qureshi,MQM-H,258,0,218592,73845,751,34%,NA-168 Hyderabad-II,National,1997
8,Sheikh M. Yaqoob,MKP-KBG,226,0,218592,73845,751,34%,NA-168 Hyderabad-II,National,1997
9,M. Ali Gohar,PML-J,92,0,218592,73845,751,34%,NA-168 Hyderabad-II,National,1997
10,Molana Taj M. Nahiyoon,IND,74,0,218592,73845,751,34%,NA-168 Hyderabad-II,National,1997
Winner,Dr. Khalid Maqbool Siddiqi,HPG,54044,69,237094,77416,531,33%,NA-169 Hyderabad-III,National,1997
2,M. Rashid Naghar,PML-N,12388,16,237094,77416,531,33%,NA-169 Hyderabad-III,National,1997
3,Zahid Ali Bhurgri,PPP,8254,11,237094,77416,531,33%,NA-169 Hyderabad-III,National,1997
4,Shazia Akbar Abbasi,PPP-SB,1485,2,237094,77416,531,33%,NA-169 Hyderabad-III,National,1997
5,Engr. Asghar Noorani,PTI,823,1,237094,77416,531,33%,NA-169 Hyderabad-III,National,1997
6,Qais M. Sheikh,MQM-H,163,0,237094,77416,531,33%,NA-169 Hyderabad-III,National,1997
7,Saad Shibli,IND,161,0,237094,77416,531,33%,NA-169 Hyderabad-III,National,1997
8,Rashid Ahmad Khan,IND,98,0,237094,77416,531,33%,NA-169 Hyderabad-III,National,1997
Winner,Naveed Qamar,PPP,39225,52,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
2,Mir Haider Ali Khan Talpur,PML-N,15950,21,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
3,Yusuf Ali Kousar Bhatti,PPP-SB,14920,20,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
4,Abdul Hakeem Memon Wakil,IND,1000,1,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
5,Pir Sajjad Sarhandi,IND,663,1,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
6,Syed Anwar Hussain Shah,IND,486,1,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
7,Farhan Nabi Memon,IND,441,1,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
8,Ghulam Hussain Solangi,IND,362,0,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
9,Dr. Aziz Talpur,AT,273,0,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
10,Mir Ghulam Ali Khan Talpur,IND,256,0,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
11,M. Yameen,HPG,168,0,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
12,Aleemuddin,IND,140,0,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
13,Syed Jial Shah,IND,133,0,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
14,Miran M. Shah,IND,52,0,229230,74069,1448,33%,NA-170 Hyderabad-IV,National,1997
Winner,Benazir Bhutto,PPP,47897,59,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
2,Allah Bakhsh Khan Magsi,PPP-SB,22290,27,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
3,Nawab Huma Talpur,PML-N,4335,5,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
4,Shahid Wahab,HPG,1103,1,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
5,Abdul Latif Daudpota,IND,677,1,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
6,Dr. Dodo Mahari,UNA,713,1,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
7,Abdul Ghani Daras,IND,527,1,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
8,Rasool Bakhsh Bhutto,IND,425,1,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
9,Mir Haider Ali Khan Talpur,IND,423,1,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
10,Ayub Bhai,IND,592,1,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
11,Abdul Sattar Bachani,IND,251,0,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
12,Mir Ghulam Akbar,IND,178,0,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
13,Syed Umaid Ali Shah,IND,119,0,236581,79233,1850,34%,NA-171 Hyderabad-V,National,1997
Winner,Abdul Sattar Sirewal,PPP,25145,39,228655,62435,1720,28%,NA-172 Badin-I,National,1997
2,Ghulam Ali Khan Nizamani,PML-N,18040,28,228655,62435,1720,28%,NA-172 Badin-I,National,1997
3,Haji Abdullah Halepota,PPP-SB,11003,17,228655,62435,1720,28%,NA-172 Badin-I,National,1997
4,Ali Akbar Nizamani,IND,4247,7,228655,62435,1720,28%,NA-172 Badin-I,National,1997
5,Dr. Qadir Magsi,UNA,2952,5,228655,62435,1720,28%,NA-172 Badin-I,National,1997
6,Shafi M. Nizamani,IND,528,1,228655,62435,1720,28%,NA-172 Badin-I,National,1997
7,Haji Allahdino Leghari,IND,520,1,228655,62435,1720,28%,NA-172 Badin-I,National,1997
Winner,Dr. Fahmida Mirza,PPP,26737,42,215231,62071,1054,29%,NA-173 Badin-II,National,1997
2,Syed Ali Bakhsh Shah,PML-N,23599,37,215231,62071,1054,29%,NA-173 Badin-II,National,1997
3,Pir Altaf Hussain Shah,PPP-SB,8306,13,215231,62071,1054,29%,NA-173 Badin-II,National,1997
4,Liaqat Ali Bhurgari,UNA,1965,3,215231,62071,1054,29%,NA-173 Badin-II,National,1997
5,Kazi Amjad Abid Abbasi,IND,466,1,215231,62071,1054,29%,NA-173 Badin-II,National,1997
6,M. Rahim Boohar,IND,423,1,215231,62071,1054,29%,NA-173 Badin-II,National,1997
7,Dr. Fawad Hussain Mirza,IND,210,0,215231,62071,1054,29%,NA-173 Badin-II,National,1997
8,M. Iqbal Qassar,PTI,149,0,215231,62071,1054,29%,NA-173 Badin-II,National,1997
9,Ghulam Ali Nizamani,IND,93,0,215231,62071,1054,29%,NA-173 Badin-II,National,1997
10,Abdullah Sheedi,IND,79,0,215231,62071,1054,29%,NA-173 Badin-II,National,1997
11,Nadir Hussain Khwaja,IND,26,0,215231,62071,1054,29%,NA-173 Badin-II,National,1997
12,Mazhar Ali Ansari,IND,18,0,215231,62071,1054,29%,NA-173 Badin-II,National,1997
Winner,Pir Aftab Hussain Shah Gilani,PPP,34477,35,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
2,Syed Qurban Ali Shah,PML-N,29418,30,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
3,Shabbir Ahmad Qaimkhani,HPG,28482,29,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
4,Abdul Ghaffar Qureshi,IND,1216,1,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
5,Zahid Ali Khan Qaimkhani,MQM-H,618,1,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
6,M. Ayub Khan,PTI,350,0,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
7,Shamsuddin Sheikh Adv.,IND,295,0,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
8,Dost Muhammad,IND,232,0,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
9,Ali Hassan,IND,147,0,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
10,Pir Shafqat Hussain Shah,IND,122,0,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
11,Abid Hussain Rajput,IND,47,0,277535,95404,1747,35%,NA-174 Mirpurkhas,National,1997
Winner,Pir Noor M. Shah Jilani,PML-N,28678,37,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
2,Nawab M. Yusuf Talpur,PPP,22310,29,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
3,M. Asad Ali Khan Junejo,PML-J Chattha,16000,20,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
4,Ghulam Mustafa Khaskheli,PPP-SB,5588,7,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
5,Rasool Bakhsh Rajar,IND,2164,3,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
6,Anwar Ali,IND,794,1,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
7,M. Jadam Mangrio,IND,672,1,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
8,Ghulam Mustafa,HPG,632,1,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
9,M. Yusuf Leghari,IND,176,0,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
10,M. Anwar Gondal,IND,105,0,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
11,Sufi Fateh Ali,IND,88,0,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
12,Nawab Abdul Ghani Talpur,IND,59,0,217968,77266,902,36%,NA-175 Mirpurkhas-cum-Umerkot,National,1997
Winner,Arbab Ghulam Raheem,IND,53888,62,195760,85080,1658,44%,NA-176 Tharparkar (GE-1993 NA-176 Thar),National,1997
2,Makhdoom Saeed-uz-Zaman Atif,PPP,28860,33,195760,85080,1658,44%,NA-176 Tharparkar (GE-1993 NA-176 Thar),National,1997
3,Arbab Zakaullah,IND,1113,1,195760,85080,1658,44%,NA-176 Tharparkar (GE-1993 NA-176 Thar),National,1997
4,Arbab Faiz Muhammad,IND,538,1,195760,85080,1658,44%,NA-176 Tharparkar (GE-1993 NA-176 Thar),National,1997
5,Pir Aftab Hussain Shah,IND,476,1,195760,85080,1658,44%,NA-176 Tharparkar (GE-1993 NA-176 Thar),National,1997
6,Qurban Ali Kaloi,IND,205,0,195760,85080,1658,44%,NA-176 Tharparkar (GE-1993 NA-176 Thar),National,1997
Winner,Malik Asad Sikandar,IND,41223,47,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
2,Pir Zaman Shah Jilani,PPP,34423,39,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
3,Abdul Salam Rajput,PML-N,3146,4,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
4,M. Suleman Bhalai,PPP-SB,3000,3,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
5,Iqbal Ahmad,HPG,2284,3,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
6,Zulfiquar Ali Bhotani,IND,444,1,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
7,Khalid,IND,393,0,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
8,Dr. Qadir Magsi,UNA,219,0,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
9,Nawab Abdul Ghani Talpur,IND,154,0,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
10,Syed Jalal Mehmood Shah,IND,141,0,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
11,Murad Ali Shah,IND,129,0,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
12,Syed Abdullah Shah,IND,96,0,272612,85652,1620,32%,NA-177 Dadu-I,National,1997
Winner,Rais M. Bakhsh Jamali,PPP,35479,54,226557,64656,1377,29%,NA-178 Dadu-II,National,1997
2,Mumtaz Ali Bhand,PPP-SB,16946,26,226557,64656,1377,29%,NA-178 Dadu-II,National,1997
3,Sadaqat Ali Jatoi,PML-N,11057,17,226557,64656,1377,29%,NA-178 Dadu-II,National,1997
4,Rafiq Ahmad Jamali,IND,363,1,226557,64656,1377,29%,NA-178 Dadu-II,National,1997
5,Ghulamullah Khan Lund,IND,332,1,226557,64656,1377,29%,NA-178 Dadu-II,National,1997
6,Abdul Latif Khushak,PTI,312,0,226557,64656,1377,29%,NA-178 Dadu-II,National,1997
7,Dr. Manzoor Hussain Leghari,IND,167,0,226557,64656,1377,29%,NA-178 Dadu-II,National,1997
Winner,Abdul Hameed Khan Jatoi,PML-N,40156,44,257015,89015,1631,35%,NA-179 Dadu-III,National,1997
2,Rafiq Ahmad Mahessar,PPP,37165,41,257015,89015,1631,35%,NA-179 Dadu-III,National,1997
3,Qazi Shafiq Ahmad,PPP-SB,10886,12,257015,89015,1631,35%,NA-179 Dadu-III,National,1997
4,Rafiq Ahmad Magsi,IND,808,1,257015,89015,1631,35%,NA-179 Dadu-III,National,1997
Winner,Haji Pir Bakhsh,IND,49197,62,280522,77977,1052,28%,NA-180 Sanghar-I,National,1997
2,Jian Khan Sarfaraz Rajar,PPP,16055,20,280522,77977,1052,28%,NA-180 Sanghar-I,National,1997
3,Haji M. Islam Qureshi,PML-N,9719,12,280522,77977,1052,28%,NA-180 Sanghar-I,National,1997
4,M. Akhtar,HPG,1428,2,280522,77977,1052,28%,NA-180 Sanghar-I,National,1997
5,Asad Ali Khan Junejo,PML-J,625,1,280522,77977,1052,28%,NA-180 Sanghar-I,National,1997
6,Wazir Hussain,PPP-SB,549,1,280522,77977,1052,28%,NA-180 Sanghar-I,National,1997
7,Haji Khuda Bakhsh,IND,157,0,280522,77977,1052,28%,NA-180 Sanghar-I,National,1997
8,M. Siddiq,IND,99,0,280522,77977,1052,28%,NA-180 Sanghar-I,National,1997
9,Syed Saeed Ahmad Shah,IND,80,0,280522,77977,1052,28%,NA-180 Sanghar-I,National,1997
10,Raja Liaqat Ali,IND,68,0,280522,77977,1052,28%,NA-180 Sanghar-I,National,1997
Winner,Jam Mashooq Ali,IND,49476,51,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
2,Fida Hussain Dero,PPP,33597,35,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
3,Mansoor Ali,HPG,8530,9,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
4,Dr. Jam Saleem Raza,PPP-SB,2441,3,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
5,Jam Qaim Ali Khan,UNA,1104,1,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
6,Dr. Mir Baig,IND,389,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
7,Molana M. Hassan Abbasi,JUI,262,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
8,Mehboob Ali Shah,IND,234,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
9,Umaid Ali Rind,IND,206,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
10,Ch. Sanawer Ali Jutt,IND,184,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
11,Ali Bakhsh,IND,176,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
12,Jam Madad Ali,IND,116,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
13,Shahid Khan Khanzada,IND,101,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
14,Jamshed Ali,IND,64,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
15,Anwar Ali Sheikh,IND,54,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
16,Roshanuddin Junejo,IND,27,0,309534,96961,170,31%,NA-181 Sanghar-II,National,1997
Winner,Ghulam Hussain alias Baboo,PPP,35241,52,218846,65852,2513,31%,NA-182 Thatta-I,National,1997
2,Dr. Qadir Magsi,UNA,14196,21,218846,65852,2513,31%,NA-182 Thatta-I,National,1997
3,Altaf Hussain Shah,PPP-SB,11753,17,218846,65852,2513,31%,NA-182 Thatta-I,National,1997
4,M. Hashim Seenharo,PML-N,2296,3,218846,65852,2513,31%,NA-182 Thatta-I,National,1997
5,Tufail Ahmad,IND,757,1,218846,65852,2513,31%,NA-182 Thatta-I,National,1997
6,Syed Ijaz Ali Shah Sheerazi,IND,708,1,218846,65852,2513,31%,NA-182 Thatta-I,National,1997
7,Aziz-ur-Rehman Jokhio,IND,477,1,218846,65852,2513,31%,NA-182 Thatta-I,National,1997
8,Sufi M. Habib Khan Warsi,IND,424,1,218846,65852,2513,31%,NA-182 Thatta-I,National,1997
Winner,Syed Shafqat Hussain Shah Sheerazi,PPP,42710,56,208080,74437,1850,37%,NA-183 Thatta-II,National,1997
2,Abdul Rahman,IND,29271,38,208080,74437,1850,37%,NA-183 Thatta-II,National,1997
3,Inayatullah Palijo,PPP-SB,1791,2,208080,74437,1850,37%,NA-183 Thatta-II,National,1997
4,Haji M. Rahim Gugo,PML-N,518,1,208080,74437,1850,37%,NA-183 Thatta-II,National,1997
Winner,Mian Ijaz Shafi,PML-N,35451,35,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
2,M. Irfan Khan,HPG,32668,32,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
3,Naseerullah Baber,PPP,23512,23,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
4,M. Ameen Khattak,ANP,2705,3,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
5,Imran Ahmad Khan,PTI,2037,2,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
6,Molana M. Abdul Rehman Farooqi,JUI,1105,1,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
7,Ali M. Sunara,IND,1075,1,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
8,K. S. Mujahid Khan Baloch,PML-J Chattha,940,1,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
9,Ghulam Ahmad Chishti,PPP-SB,842,1,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
10,Mian Umer Ber,PKMAP,251,0,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
11,Subhan Ali,PKQP,191,0,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
12,Shafiq Ahmad Qureshi,PDP,94,0,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
13,Sardar M. Ishaq,IND,91,0,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
14,Javed Ahmad Chattari,IND,40,0,370761,101002,1239,28%,NA-184 Karachi West-I,National,1997
Winner,A. K. Shams,HPG,85503,78,374619,107832,1706,29%,NA-185 Karachi West-II,National,1997
2,M. Afaq Khan Shahid,PPP,8037,7,374619,107832,1706,29%,NA-185 Karachi West-II,National,1997
3,M. Farooq Ilyas,IND,4632,4,374619,107832,1706,29%,NA-185 Karachi West-II,National,1997
4,Syed Mustaqeem Pirzada,PTI,2995,3,374619,107832,1706,29%,NA-185 Karachi West-II,National,1997
5,Altaf Hussain Shah,ANP,2579,2,374619,107832,1706,29%,NA-185 Karachi West-II,National,1997
6,Najeebullah alias Najeeb Thallo,PPP-SB,2333,2,374619,107832,1706,29%,NA-185 Karachi West-II,National,1997
7,Shaukat Ali Khan,PML-F,634,1,374619,107832,1706,29%,NA-185 Karachi West-II,National,1997
8,Khurshid Ali Kakaji,PKMAP,557,1,374619,107832,1706,29%,NA-185 Karachi West-II,National,1997
9,M. Wasim Khan,IND,363,0,374619,107832,1706,29%,NA-185 Karachi West-II,National,1997
10,Ahsan Ahmad Hashmi,IND,199,0,374619,107832,1706,29%,NA-185 Karachi West-II,National,1997
Winner,Kunwar Khalid Younas Ali Khan,HPG,63447,75,287199,83847,414,29%,NA-186 Karachi Central-I,National,1997
2,Dost M. Faizi,PML-N,15964,19,287199,83847,414,29%,NA-186 Karachi Central-I,National,1997
3,Muneera Shakir,PPP,2928,3,287199,83847,414,29%,NA-186 Karachi Central-I,National,1997
4,M. Azhar-ul-Hassan Haidri,PTI,1125,1,287199,83847,414,29%,NA-186 Karachi Central-I,National,1997
5,Syed Kamran Ali Rizvi,MQM-H,237,0,287199,83847,414,29%,NA-186 Karachi Central-I,National,1997
6,M. Abdul Aleem Khan,PML-J Chattha,103,0,287199,83847,414,29%,NA-186 Karachi Central-I,National,1997
7,Azra Muqeem Adv.,IND,43,0,287199,83847,414,29%,NA-186 Karachi Central-I,National,1997
Winner,M. Farooq Ahmad,HPG,62621,80,265953,77825,578,29%,NA-187 Karachi Central-II,National,1997
2,Hafiz M. Taqi,PML-N,11220,14,265953,77825,578,29%,NA-187 Karachi Central-II,National,1997
3,Abdul Hameed Qureshi,PPP,1291,2,265953,77825,578,29%,NA-187 Karachi Central-II,National,1997
4,Sultan Ahmad,PTI,896,1,265953,77825,578,29%,NA-187 Karachi Central-II,National,1997
5,M. Sadiq Rathor,IND,789,1,265953,77825,578,29%,NA-187 Karachi Central-II,National,1997
6,Shamsher Ahmad Khan,MQM-H,529,1,265953,77825,578,29%,NA-187 Karachi Central-II,National,1997
7,Shamim Khan,IND,199,0,265953,77825,578,29%,NA-187 Karachi Central-II,National,1997
8,Wakeel Ahmad Jamali,IND,162,0,265953,77825,578,29%,NA-187 Karachi Central-II,National,1997
9,Seemi Yousaf Siddiqi,IND,118,0,265953,77825,578,29%,NA-187 Karachi Central-II,National,1997
Winner,Hassan Masna Alvi,HPG,105323,85,388584,123025,701,32%,NA-188 Karachi Central-III,National,1997
2,M. Anwar Azeem Khan,PML-N,13276,11,388584,123025,701,32%,NA-188 Karachi Central-III,National,1997
3,Asmatullah Khan,PPP,1839,1,388584,123025,701,32%,NA-188 Karachi Central-III,National,1997
4,Ashraf Jabbar Qureshi,PTI,1434,1,388584,123025,701,32%,NA-188 Karachi Central-III,National,1997
5,Lal Deen,IND,560,0,388584,123025,701,32%,NA-188 Karachi Central-III,National,1997
6,Syed Iqbal Haider,MWM,293,0,388584,123025,701,32%,NA-188 Karachi Central-III,National,1997
7,Syed Hassan Raza,IND,106,0,388584,123025,701,32%,NA-188 Karachi Central-III,National,1997
8,M. Ashraf Zaib,NPP-WG,84,0,388584,123025,701,32%,NA-188 Karachi Central-III,National,1997
9,Arif Mughal,PPP-SB,69,0,388584,123025,701,32%,NA-188 Karachi Central-III,National,1997
10,M. Nazim,PakNP,41,0,388584,123025,701,32%,NA-188 Karachi Central-III,National,1997
Winner,Waja Ahmad Karim Dad,PPP,23104,41,211036,55632,979,27%,NA-189 Karachi South-I,National,1997
2,M. Younas Baloch,PML-N,22792,40,211036,55632,979,27%,NA-189 Karachi South-I,National,1997
3,Abdul Aziz Memon,PPP-SB,6806,12,211036,55632,979,27%,NA-189 Karachi South-I,National,1997
4,Yusuf Musti Khan,IND,851,2,211036,55632,979,27%,NA-189 Karachi South-I,National,1997
5,Amir Ali Shah,PTI,764,1,211036,55632,979,27%,NA-189 Karachi South-I,National,1997
6,Ahmad Ali Soomro,PPP-ZAB,719,1,211036,55632,979,27%,NA-189 Karachi South-I,National,1997
7,M. Ashfaq,IND,280,0,211036,55632,979,27%,NA-189 Karachi South-I,National,1997
8,M. Saleem Baloch,IND,155,0,211036,55632,979,27%,NA-189 Karachi South-I,National,1997
9,Abdul Razzaq,IND,85,0,211036,55632,979,27%,NA-189 Karachi South-I,National,1997
10,Nabeel Ahmad Gabol,IND,76,0,211036,55632,979,27%,NA-189 Karachi South-I,National,1997
Winner,M. Farooq Sattar,HPG,27711,47,222762,59078,90,27%,NA-190 Karachi South-II,National,1997
2,Haji M. Hanif Tayyab,PML-N,17333,29,222762,59078,90,27%,NA-190 Karachi South-II,National,1997
3,Iftikhar Hussain,PPP,11621,20,222762,59078,90,27%,NA-190 Karachi South-II,National,1997
4,Abdul Habib Memon,PPP-SB,930,2,222762,59078,90,27%,NA-190 Karachi South-II,National,1997
5,Imran Khan,PTI,911,2,222762,59078,90,27%,NA-190 Karachi South-II,National,1997
6,M. Salim,MQM-H,180,0,222762,59078,90,27%,NA-190 Karachi South-II,National,1997
7,Abdul Razzaq Sangani,IND,162,0,222762,59078,90,27%,NA-190 Karachi South-II,National,1997
8,Qasim Ghanchi,IND,132,0,222762,59078,90,27%,NA-190 Karachi South-II,National,1997
9,Aslam Aseer,IND,49,0,222762,59078,90,27%,NA-190 Karachi South-II,National,1997
10,Syed Nusrat Ali,IND,49,0,222762,59078,90,27%,NA-190 Karachi South-II,National,1997
Winner,Capt. (R) Haleem Ahmad Siddiq,PML-N,31414,48,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
2,M. Abdul Jalil,HPG,25008,38,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
3,Umer Farooq Khan,PPP,4005,6,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
4,Nazim Haji,PTI,2821,4,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
5,Noor Muhammad,IND,1376,2,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
6,Mushtaq Mirza,PDP,282,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
7,Tariq Abbas Awan,IND,67,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
8,Khanzada Imran Khan,IND,63,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
9,Riaz Ahmad Khan,IND,57,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
10,M. Yusuf Qureshi,PTI,44,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
11,Sohail Liaqat Malik,IND,43,0,219609,65297,619,30%,NA-191 Karachi South-III,National,1997
